sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest,r_offense_date,r_jail_in,violent_recid,is_violent_recid,vr_charge_degree,vr_offense_date,score_text,screening_date,v_decile_score,v_score_text,event
Male,46,Greater than 45,African-American,0,3,0,0,3,-35.0,22/08/2013 1:15,26/09/2013 5:24,35.0,(F3),Stalking (Aggravated),1,(M1),87.0,03/11/2013,29/01/2014,,1,(F3),23/01/2015,Low,26/09/2013,3,Low,0
Male,36,25 - 45,Caucasian,0,3,0,0,5,-1.0,04/11/2013 12:41,08/11/2013 4:57,1.0,(F3),Driving While License Revoked,0,,,,,,0,,,Low,05/11/2013,1,Low,0
Female,29,25 - 45,African-American,0,9,1,0,11,-1.0,06/02/2013 7:46,01/03/2013 11:13,1.0,(F7),arrest case no charge,1,(M2),124.0,17/11/2013,21/03/2014,,0,,,High,07/02/2013,5,Medium,0
Male,26,25 - 45,Caucasian,0,7,0,0,6,0.0,24/10/2014 2:54,23/12/2014 6:10,1.0,(M1),Battery,0,,,,,,0,,,Medium,24/10/2014,10,High,0
Male,42,25 - 45,Caucasian,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,10/05/2013,1,Low,0
Male,30,25 - 45,Other,0,3,0,0,1,-1.0,22/04/2014 4:53,12/05/2014 1:12,1.0,(F3),Possession Of Alprazolam,0,,,,,,0,,,Low,23/04/2014,3,Low,0
Male,40,25 - 45,African-American,0,8,0,0,0,,,,,,,-1,,,,,,0,,,High,10/10/2013,2,Low,0
Male,43,25 - 45,Hispanic,0,3,0,0,6,-1.0,23/10/2014 5:49,02/11/2014 9:29,1.0,(M1),Battery,0,,,,,,0,,,Low,24/10/2014,2,Low,0
Male,29,25 - 45,Caucasian,0,3,0,0,0,-1.0,06/11/2014 8:25,07/11/2014 9:05,1.0,(F3),Felony Driving While Lic Suspd,0,,,,,,0,,,Low,07/11/2014,2,Low,0
Male,22,Less than 25,Hispanic,0,9,0,0,1,-1.0,10/12/2014 2:00,09/10/2015 4:28,1.0,(M1),Battery,0,,,,,,0,,,High,11/12/2014,9,High,0
Female,23,Less than 25,Other,0,6,0,0,0,-1.0,17/03/2013 11:48,18/03/2013 2:22,1.0,(M1),Battery,0,,,,,,0,,,Medium,18/03/2013,6,Medium,0
Male,53,Greater than 45,African-American,0,6,0,0,3,-1.0,13/04/2013 10:46,19/04/2013 8:34,1.0,(F2),Aggravated Battery,1,(M2),,21/03/2014,,,1,(F3),12/06/2015,Medium,14/04/2013,1,Low,0
Male,33,25 - 45,Other,0,3,0,0,5,1027.0,21/02/2016 1:53,23/02/2016 11:28,205.0,(F3),arrest case no charge,1,(M1),,27/01/2016,,,0,,,Low,30/04/2013,2,Low,0
Male,35,25 - 45,African-American,0,6,0,0,8,-1.0,01/08/2013 7:39,10/08/2013 7:34,1.0,(M1),Battery,0,,,,,,0,,,Medium,02/08/2013,4,Low,0
Female,39,25 - 45,Caucasian,0,3,0,0,3,-1.0,11/04/2013 11:29,12/04/2013 12:46,2885.0,(F3),arrest case no charge,0,,,,,,0,,,Low,12/04/2013,1,Low,0
Male,21,Less than 25,Hispanic,1,8,0,0,1,-1.0,21/09/2013 9:01,15/11/2013 9:37,1.0,(F3),Felony Battery (Dom Strang),1,(M1),0.0,06/05/2014,06/05/2014,,1,(M1),21/05/2014,High,22/09/2013,6,Medium,0
Female,26,25 - 45,Caucasian,0,6,0,0,2,0.0,07/02/2013 2:12,12/03/2013 2:45,0.0,(F3),Purchase Cannabis,1,(M1),271.0,21/06/2013,19/03/2014,,0,,,Medium,07/02/2013,4,Low,0
Male,26,25 - 45,African-American,1,9,0,0,10,-1.0,25/06/2014 6:52,26/06/2014 9:02,1.0,(F3),arrest case no charge,1,(M1),0.0,02/10/2014,02/10/2014,,1,(M1),02/10/2014,High,26/06/2014,5,Medium,1
Male,28,25 - 45,African-American,0,6,0,0,8,-1.0,24/06/2014 9:58,25/06/2014 8:17,1.0,(M1),Battery,1,(M2),,25/04/2015,,,0,,,Medium,25/06/2014,6,Medium,0
Male,31,25 - 45,African-American,0,4,0,0,1,0.0,30/07/2014 1:26,31/07/2014 4:18,0.0,(M2),DUI Property Damage/Injury,0,,,,,,0,,,Low,30/07/2014,3,Low,0
Female,21,Less than 25,Caucasian,0,7,3,1,3,-1.0,15/05/2013 8:46,16/05/2013 8:50,1.0,(M1),Battery,1,(M1),0.0,15/12/2013,15/12/2013,,1,(M1),15/12/2013,Medium,16/05/2013,7,Medium,1
Male,37,25 - 45,African-American,0,5,0,0,8,-1.0,13/01/2013 5:05,27/01/2013 9:09,1.0,(F2),arrest case no charge,1,(M1),0.0,15/02/2015,15/02/2015,,0,,,Medium,14/01/2013,2,Low,0
Male,29,25 - 45,Caucasian,0,6,0,0,1,-77.0,25/04/2013 6:06,26/04/2013 4:08,77.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Medium,11/07/2013,3,Low,0
Male,22,Less than 25,African-American,1,10,0,0,12,0.0,06/10/2014 2:59,10/11/2014 9:14,0.0,(F3),Possession of Cocaine,1,(M1),0.0,08/02/2015,08/02/2015,,0,,,High,06/10/2014,8,High,0
Male,59,Greater than 45,African-American,0,1,0,0,4,-66.0,16/03/2013 1:44,21/05/2013 11:04,67.0,(M1),arrest case no charge,0,,,,,,0,,,Low,21/05/2013,1,Low,0
Male,28,25 - 45,African-American,0,10,8,2,12,-1.0,19/03/2013 4:16,03/06/2013 10:48,1.0,(F3),Possession of Cocaine,1,(M2),,09/01/2014,,,0,,,High,20/03/2013,7,Medium,0
Male,31,25 - 45,African-American,0,3,0,0,0,,,,,,,-1,,,,,,0,,,Low,25/11/2013,1,Low,0
Female,56,Greater than 45,Caucasian,0,1,0,0,0,-1.0,16/01/2014 7:55,17/01/2014 1:26,1.0,(M1),Battery,0,,,,,,0,,,Low,17/01/2014,1,Low,0
Male,37,25 - 45,African-American,0,1,0,0,1,-1.0,04/07/2014 8:02,06/07/2014 3:23,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,05/07/2014,2,Low,0
Female,32,25 - 45,Caucasian,0,6,0,0,2,,,,171.0,(M2),Driving License Suspended,0,,,,,,0,,,Medium,01/08/2013,3,Low,0
Female,29,25 - 45,African-American,0,3,0,0,0,,,,,,,-1,,,,,,0,,,Low,20/07/2014,3,Low,0
Male,30,25 - 45,Caucasian,0,2,0,0,0,-1.0,27/01/2014 1:38,27/01/2014 6:54,2.0,(F3),Possession of Cannabis,0,,,,,,0,,,Low,28/01/2014,2,Low,0
Male,27,25 - 45,African-American,0,4,0,0,2,-1.0,08/09/2013 8:07,11/09/2013 8:26,1.0,(F3),,0,,,,,,0,,,Low,09/09/2013,3,Low,0
Male,51,Greater than 45,Hispanic,0,1,0,0,0,-1.0,17/05/2014 11:06,18/05/2014 1:18,1.0,(M1),Battery,0,,,,,,0,,,Low,18/05/2014,1,Low,0
Male,29,25 - 45,Other,0,2,0,0,0,-1.0,04/02/2013 10:30,06/02/2013 8:54,1.0,(F2),Agg Battery Grt/Bod/Harm,0,,,,,,0,,,Low,05/02/2013,2,Low,0
Female,41,25 - 45,Caucasian,0,1,0,0,0,-1.0,25/11/2014 11:47,26/11/2014 2:23,1.0,(F3),Neglect Child / No Bodily Harm,0,,,,,,0,,,Low,26/11/2014,1,Low,0
Male,24,Less than 25,African-American,0,4,0,0,1,216.0,16/02/2014 11:32,17/02/2014 5:30,298.0,(F3),arrest case no charge,0,,,,,,0,,,Low,15/07/2013,4,Low,0
Female,27,25 - 45,Caucasian,0,10,0,0,6,-1.0,25/09/2013 4:05,26/09/2013 8:46,1.0,(F3),Grand Theft (Motor Vehicle),0,,,,,,0,,,High,26/09/2013,9,High,0
Female,41,25 - 45,Caucasian,0,7,0,0,3,-1.0,17/11/2013 10:11,16/05/2014 5:35,0.0,(F3),arrest case no charge,0,,,,,,0,,,Medium,18/11/2013,7,Medium,0
Male,43,25 - 45,African-American,0,9,0,0,15,-1.0,17/05/2013 9:20,18/05/2013 7:39,1.0,(M1),Resist/Obstruct W/O Violence,1,(F3),1.0,05/07/2013,06/07/2013,,1,(F3),05/07/2013,High,18/05/2013,6,Medium,1
Female,53,Greater than 45,African-American,0,6,0,0,5,-1.0,03/02/2014 6:26,05/02/2014 1:44,1.0,(F3),Unlicensed Telemarketing,0,,,,,,0,,,Medium,04/02/2014,4,Low,0
Male,27,25 - 45,African-American,1,7,0,0,6,-1.0,06/08/2013 11:10,07/08/2013 8:38,1.0,(F3),Issuing a Worthless Draft,1,(MO3),0.0,08/09/2014,08/09/2014,,0,,,Medium,07/08/2013,8,High,0
Male,26,25 - 45,African-American,0,5,1,0,6,-8.0,15/10/2013 7:14,17/10/2013 5:10,8.0,(M2),arrest case no charge,0,,,,,,0,,,Medium,23/10/2013,4,Low,0
Male,22,Less than 25,Caucasian,0,3,0,4,3,-1.0,11/12/2014 9:08,12/12/2014 12:54,1.0,(M2),Agg Fleeing and Eluding,0,,,,,,0,,,Low,12/12/2014,5,Medium,0
Female,24,Less than 25,Caucasian,0,6,0,0,1,-1.0,06/01/2013 6:05,07/01/2013 1:30,1.0,(F3),arrest case no charge,0,,,,,,0,,,Medium,07/01/2013,6,Medium,0
Male,30,25 - 45,African-American,0,6,0,0,0,0.0,25/10/2013 3:07,25/10/2013 7:52,0.0,(F3),"Poss3,4 Methylenedioxymethcath",0,,,,,,0,,,Medium,25/10/2013,5,Medium,0
Male,56,Greater than 45,Other,0,2,0,0,6,-1.0,11/04/2014 6:18,13/04/2014 5:08,1.0,(F3),Possession of Cocaine,1,(F3),0.0,09/04/2015,09/04/2015,,0,,,Low,12/04/2014,1,Low,0
Male,26,25 - 45,African-American,0,9,0,0,4,-1.0,21/01/2013 11:29,22/01/2013 9:38,1.0,(F3),Driving While License Revoked,1,(M2),,08/05/2015,,,0,,,High,22/01/2013,7,Medium,0
Male,24,Less than 25,African-American,2,6,1,0,3,0.0,18/07/2014 2:10,18/07/2014 8:24,0.0,(M1),Battery,1,(M2),,01/02/2015,,,0,,,Medium,18/07/2014,8,High,0
Male,30,25 - 45,Hispanic,0,3,0,0,6,-10.0,22/03/2013 11:19,23/03/2013 10:25,10.0,(M2),Unlaw LicTag/Sticker Attach,1,(F3),,24/04/2013,,,0,,,Low,01/04/2013,2,Low,0
Male,37,25 - 45,Hispanic,0,5,0,0,4,,,,581.0,(F3),Conspiracy to Deliver Cocaine,0,,,,,,0,,,Medium,21/02/2014,2,Low,0
Male,54,Greater than 45,African-American,0,1,0,0,4,-1.0,05/05/2013 4:15,07/05/2013 3:53,1.0,(F3),arrest case no charge,0,,,,,,0,,,Low,06/05/2013,1,Low,0
Male,23,Less than 25,Hispanic,0,5,0,0,0,0.0,15/12/2014 5:40,16/12/2014 1:34,0.0,(F3),arrest case no charge,1,(F3),403.0,15/01/2015,22/02/2016,,0,,,Medium,15/12/2014,4,Low,0
Male,25,25 - 45,Other,0,4,0,0,1,-1.0,13/07/2014 6:53,19/09/2014 7:37,1.0,(F3),D.U.I. Serious Bodily Injury,1,(M1),0.0,14/07/2015,14/07/2015,,0,,,Low,14/07/2014,5,Medium,0
Female,48,Greater than 45,African-American,0,6,0,3,18,-85.0,03/07/2013 11:07,26/08/2013 12:24,84.0,(F3),arrest case no charge,1,(F3),29.0,21/11/2013,20/12/2013,,0,,,Medium,26/09/2013,1,Low,0
Female,36,25 - 45,African-American,0,9,0,0,13,-1.0,12/06/2014 1:49,15/07/2014 8:37,1.0,(F3),Possession of Cocaine,1,(M1),0.0,15/09/2014,15/09/2014,,0,,,High,13/06/2014,3,Low,0
Male,46,Greater than 45,Native American,0,1,0,0,0,0.0,23/12/2014 2:15,23/12/2014 7:43,1.0,(M1),Battery,0,,,,,,0,,,Low,23/12/2014,1,Low,0
Female,45,Greater than 45,African-American,0,3,0,0,1,-1.0,11/02/2013 8:37,23/05/2013 5:25,1.0,(F2),Grand Theft of the 2nd Degree,0,,,,,,0,,,Low,12/02/2013,2,Low,0
Male,21,Less than 25,African-American,0,10,0,0,1,0.0,20/02/2013 4:11,21/02/2013 2:12,0.0,(F3),Grand Theft in the 3rd Degree,1,(M1),0.0,18/07/2013,18/07/2013,,0,,,High,20/02/2013,10,High,0
Male,26,25 - 45,Caucasian,0,5,0,0,10,-1.0,13/10/2014 7:48,14/10/2014 11:10,1.0,(F3),arrest case no charge,1,(M1),,18/05/2015,,,0,,,Medium,14/10/2014,4,Low,0
Male,53,Greater than 45,African-American,0,1,0,0,1,-5.0,24/10/2014 6:20,25/10/2014 9:22,5.0,(M2),Petit Theft,0,,,,,,0,,,Low,29/10/2014,1,Low,0
Male,26,25 - 45,Caucasian,0,8,0,3,10,0.0,04/10/2014 6:08,05/10/2014 2:46,0.0,(M2),Driving License Suspended,1,(M1),41.0,20/01/2015,02/03/2015,,1,(F2),16/10/2015,High,04/10/2014,7,Medium,0
Female,22,Less than 25,African-American,0,4,1,0,1,-1.0,21/11/2014 7:17,22/11/2014 12:09,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,22/11/2014,4,Low,0
Male,32,25 - 45,African-American,0,2,0,0,7,0.0,09/03/2014 3:54,11/03/2014 3:12,0.0,(F3),Driving While License Revoked,0,,,,,,0,,,Low,09/03/2014,1,Low,0
Male,37,25 - 45,African-American,0,3,0,0,0,,,,,,,-1,,,,,,0,,,Low,21/08/2014,5,Medium,0
Male,27,25 - 45,Caucasian,0,8,0,0,0,,,,,,,-1,,,,,,0,,,High,14/05/2014,3,Low,0
Male,28,25 - 45,African-American,0,2,0,0,0,,,,,,,-1,,,,,,0,,,Low,02/01/2013,3,Low,0
Male,22,Less than 25,African-American,0,4,0,0,0,,,,,,,-1,,,,,,0,,,Low,20/09/2014,6,Medium,0
Male,53,Greater than 45,Caucasian,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,04/02/2014,1,Low,0
Male,54,Greater than 45,Caucasian,0,7,0,0,0,,,,,,,-1,,,,,,0,,,Medium,07/02/2014,5,Medium,0
Male,25,25 - 45,Other,0,3,0,0,0,,,,,,,-1,,,,,,0,,,Low,01/04/2014,3,Low,0
Male,30,25 - 45,Caucasian,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,15/01/2013,2,Low,0
Male,20,Less than 25,African-American,0,4,0,0,0,,,,,,,-1,,,,,,0,,,Low,01/10/2014,6,Medium,0
Male,45,Greater than 45,Caucasian,0,1,0,0,0,-1.0,28/05/2013 12:08,29/05/2013 2:13,1.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,Low,29/05/2013,1,Low,0
Male,47,Greater than 45,Caucasian,0,5,0,0,1,-1.0,12/11/2013 11:13,13/11/2013 1:03,1.0,(M2),Battery,0,,,,,,0,,,Medium,13/11/2013,3,Low,0
Male,63,Greater than 45,African-American,0,9,0,0,11,-1.0,01/08/2014 4:37,29/10/2014 4:58,1.0,(F3),Felony Petit Theft,0,,,,,,0,,,High,02/08/2014,3,Low,0
Male,30,25 - 45,Hispanic,0,8,0,0,7,269.0,02/02/2014 1:24,02/02/2014 8:03,146.0,(F3),Possession of Cannabis,1,(M1),1.0,01/02/2014,02/02/2014,,1,(F3),04/08/2015,High,09/05/2013,7,Medium,0
Male,41,25 - 45,African-American,2,8,0,1,14,41.0,22/02/2013 9:34,28/02/2013 7:59,1.0,(MO3),arrest case no charge,1,(MO3),0.0,20/09/2013,20/09/2013,,0,,,High,12/01/2013,9,High,0
Female,26,25 - 45,African-American,0,7,0,0,0,-1.0,27/12/2014 7:16,29/12/2014 3:38,1.0,(F3),Aggravated Assault W/Dead Weap,0,,,,,,0,,,Medium,28/12/2014,5,Medium,0
Male,45,Greater than 45,Caucasian,0,1,0,0,0,-1.0,14/09/2014 5:55,18/09/2014 9:41,1.0,(M2),Driving License Suspended,0,,,,,,0,,,Low,15/09/2014,1,Low,0
Male,50,Greater than 45,Caucasian,0,2,0,0,1,693.0,09/01/2015 12:32,06/03/2015 3:04,137.0,(F2),arrest case no charge,0,,,,,,0,,,Low,15/02/2013,4,Low,0
Male,57,Greater than 45,Caucasian,0,1,0,0,3,-52.0,08/12/2013 1:54,20/12/2013 9:17,52.0,(M2),Fraud Obtain Food or Lodging,0,,,,,,0,,,Low,29/01/2014,1,Low,0
Male,31,25 - 45,African-American,0,1,0,0,2,-1.0,16/05/2013 11:28,18/05/2013 4:21,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,17/05/2013,2,Low,0
Male,21,Less than 25,African-American,0,7,0,0,0,-1.0,15/11/2013 7:20,17/11/2013 2:45,1.0,(F3),Uttering a Forged Instrument,1,(F3),0.0,17/02/2014,17/02/2014,,0,,,Medium,16/11/2013,7,Medium,0
Female,33,25 - 45,African-American,0,1,0,0,1,,,,1389.0,(F3),Unemployment Compensatn Fraud,0,,,,,,0,,,Low,01/07/2014,1,Low,0
Male,41,25 - 45,Hispanic,0,1,0,0,2,-1.0,30/04/2014 11:57,02/05/2014 11:11,1.0,(M1),Viol Injunct Domestic Violence,0,,,,,,0,,,Low,01/05/2014,1,Low,0
Female,28,25 - 45,African-American,1,4,0,0,1,-1.0,30/09/2013 10:41,01/10/2013 7:40,1.0,(M1),Battery,1,(M2),,16/07/2014,,,0,,,Low,01/10/2013,7,Medium,0
Male,29,25 - 45,Caucasian,1,8,0,1,9,-1.0,02/04/2013 8:03,04/04/2013 5:15,1.0,(F3),Tampering With Physical Evidence,1,(F3),0.0,19/04/2013,19/04/2013,,0,,,High,03/04/2013,7,Medium,0
Male,28,25 - 45,African-American,0,4,0,0,2,-1.0,16/12/2013 10:24,17/12/2013 1:08,1.0,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,,,0,,,Low,17/12/2013,4,Low,0
Female,25,25 - 45,Caucasian,0,4,0,0,1,-2.0,27/07/2013 2:28,28/07/2013 2:02,2.0,(M2),Aide/Abet Prostitution Lewdness,1,(M2),0.0,11/09/2013,11/09/2013,,0,,,Low,29/07/2013,4,Low,0
Male,22,Less than 25,African-American,0,3,0,0,0,-1.0,11/02/2013 6:17,12/02/2013 8:09,1.0,(F3),Grand Theft in the 3rd Degree,1,(M1),,17/06/2013,,,0,,,Low,12/02/2013,5,Medium,0
Female,21,Less than 25,African-American,0,6,0,0,0,-1.0,09/10/2013 9:17,10/10/2013 8:01,1.0,(F3),Uttering a Forged Instrument,0,,,,,,0,,,Medium,10/10/2013,7,Medium,0
Male,48,Greater than 45,Caucasian,0,8,0,0,0,-1.0,10/02/2013 8:35,19/04/2013 10:22,1.0,(F3),Grand Theft in the 3rd Degree,1,(F3),404.0,28/12/2013,05/02/2015,,0,,,High,11/02/2013,3,Low,0
Male,25,25 - 45,African-American,0,9,0,1,4,-1.0,26/02/2014 5:42,15/08/2014 3:57,1.0,(F2),Burglary Unoccupied Dwelling,1,(M2),,26/12/2015,,,1,(M1),05/01/2016,High,27/02/2014,8,High,0
Male,37,25 - 45,African-American,0,7,0,0,7,-1.0,16/10/2013 2:11,17/10/2013 7:39,1.0,(F3),Tampering With Physical Evidence,0,,,,,,0,,,Medium,17/10/2013,3,Low,0
Male,31,25 - 45,Caucasian,0,6,0,0,5,0.0,04/03/2013 1:27,04/03/2013 8:33,1.0,(F3),Tampering With Physical Evidence,1,(F3),0.0,05/02/2015,05/02/2015,,0,,,Medium,04/03/2013,4,Low,0
Male,33,25 - 45,Caucasian,0,1,0,0,1,-1.0,29/09/2014 10:21,30/09/2014 1:06,1.0,(M1),Battery,0,,,,,,0,,,Low,30/09/2014,1,Low,0
Male,56,Greater than 45,Other,0,1,0,0,0,-1.0,17/12/2013 8:41,24/12/2013 10:49,1.0,(M1),Battery,0,,,,,,0,,,Low,18/12/2013,1,Low,0
Male,24,Less than 25,African-American,0,3,0,0,0,-1.0,19/04/2013 7:16,20/04/2013 7:45,1.0,(M1),Driving Under The Influence,0,,,,,,0,,,Low,20/04/2013,4,Low,0
Male,59,Greater than 45,African-American,0,6,0,0,1,-1.0,05/06/2014 5:32,07/06/2014 4:04,1.0,(F3),Driving While License Revoked,0,,,,,,0,,,Medium,06/06/2014,3,Low,0
Male,30,25 - 45,African-American,0,10,0,0,15,-1.0,06/03/2013 7:32,08/06/2013 7:25,1.0,(F3),Live on Earnings of Prostitute,1,(F3),0.0,09/06/2014,09/06/2014,,0,,,High,07/03/2013,9,High,0
Male,30,25 - 45,African-American,0,9,0,0,1,-1.0,20/11/2014 6:09,16/12/2014 9:11,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,High,21/11/2014,7,Medium,0
Male,47,Greater than 45,Caucasian,0,2,0,0,5,-1.0,01/04/2013 10:51,06/04/2013 7:54,1.0,(M1),DUI Property Damage/Injury,0,,,,,,0,,,Low,02/04/2013,3,Low,0
Female,27,25 - 45,African-American,0,8,0,0,0,-1.0,20/08/2014 3:36,21/08/2014 1:56,1.0,(F3),Neglect Child / No Bodily Harm,0,,,,,,0,,,High,21/08/2014,6,Medium,0
Male,43,25 - 45,African-American,0,1,0,0,3,-1.0,06/04/2014 11:37,08/04/2014 10:43,1.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,Low,07/04/2014,1,Low,0
Male,43,25 - 45,Caucasian,0,4,0,0,0,,,,,,,-1,,,,,,0,,,Low,18/10/2013,1,Low,0
Male,66,Greater than 45,Caucasian,0,3,0,0,2,-1.0,03/04/2013 11:44,30/05/2013 8:03,1.0,(M1),Viol Injunct Domestic Violence,0,,,,,,0,,,Low,04/04/2013,1,Low,0
Female,26,25 - 45,African-American,0,5,0,0,1,113.0,12/08/2014 12:04,13/08/2014 2:34,1.0,(M2),arrest case no charge,0,,,,,,0,,,Medium,21/04/2014,3,Low,0
Male,51,Greater than 45,African-American,0,8,0,0,21,-1.0,18/03/2013 3:54,10/06/2014 6:16,1.0,(F3),arrest case no charge,1,(F3),,06/03/2016,,,0,,,High,19/03/2013,3,Low,0
Male,49,Greater than 45,Caucasian,0,1,0,0,1,-1.0,05/08/2014 10:15,06/08/2014 8:39,1.0,(M1),Battery,0,,,,,,0,,,Low,06/08/2014,1,Low,0
Male,21,Less than 25,Caucasian,0,4,0,0,0,-1.0,02/04/2014 6:12,04/04/2014 9:30,1.0,(F3),Poss Contr Subst W/o Prescript,0,,,,,,0,,,Low,03/04/2014,6,Medium,0
Male,64,Greater than 45,Caucasian,0,10,0,0,8,-290.0,15/07/2013 1:50,01/05/2014 10:36,290.0,(F3),Grand Theft in the 3rd Degree,1,(M2),0.0,01/09/2015,01/09/2015,,0,,,High,01/05/2014,6,Medium,0
Male,76,Greater than 45,Asian,0,1,0,0,0,-2.0,02/10/2013 12:20,04/10/2013 12:06,3.0,(F3),Aggravated Assault w/Firearm,0,,,,,,0,,,Low,04/10/2013,1,Low,0
Female,28,25 - 45,Caucasian,0,6,0,0,3,0.0,22/05/2013 2:14,22/05/2013 7:31,720.0,(F3),Burglary Structure Unoccup,1,(F3),,31/05/2013,,,0,,,Medium,22/05/2013,2,Low,0
Male,35,25 - 45,African-American,0,4,0,0,1,0.0,05/05/2013 1:29,06/05/2013 7:57,0.0,(M1),Battery,0,,,,,,0,,,Low,05/05/2013,4,Low,0
Male,44,25 - 45,Other,0,1,0,0,6,-1.0,23/10/2013 11:26,26/10/2013 3:38,1.0,(F3),Felony Driving While Lic Suspd,1,(M2),,16/09/2015,,,0,,,Low,24/10/2013,1,Low,0
Female,55,Greater than 45,Caucasian,0,1,0,0,3,-4.0,31/03/2014 11:23,04/04/2014 5:41,4.0,(M2),arrest case no charge,0,,,,,,0,,,Low,04/04/2014,1,Low,0
Female,39,25 - 45,African-American,0,3,0,0,3,,,,207.0,(F1),Arson in the First Degree,0,,,,,,0,,,Low,19/02/2013,3,Low,0
Male,38,25 - 45,Hispanic,1,7,0,1,7,-1.0,08/01/2013 3:12,09/01/2013 7:07,1.0,(F3),Felony Battery (Dom Strang),1,(M2),,11/01/2013,,,0,,,Medium,09/01/2013,2,Low,0
Male,24,Less than 25,African-American,0,5,0,0,0,-1.0,04/09/2013 7:48,06/09/2013 8:35,1.0,(F3),Grand Theft (Motor Vehicle),0,,,,,,0,,,Medium,05/09/2013,5,Medium,0
Male,27,25 - 45,Other,0,3,0,0,0,,,,,,,-1,,,,,,0,,,Low,23/03/2014,3,Low,0
Male,45,Greater than 45,Caucasian,0,2,0,0,0,-6.0,09/10/2014 8:14,12/10/2014 1:55,6.0,(F3),Aggravated Assault w/Firearm,0,,,,,,0,,,Low,15/10/2014,2,Low,0
Male,27,25 - 45,Caucasian,0,9,0,0,4,,,,173.0,(F3),Resist Officer w/Violence,0,,,,,,0,,,High,14/03/2013,9,High,0
Male,36,25 - 45,Caucasian,0,3,0,0,0,-1.0,21/02/2013 9:36,22/02/2013 7:13,1.0,(F3),Possession of Cocaine,0,,,,,,0,,,Low,22/02/2013,4,Low,0
Male,38,25 - 45,Caucasian,0,2,0,0,5,-1.0,10/08/2013 9:46,25/04/2014 4:27,1.0,(F3),arrest case no charge,0,,,,,,0,,,Low,11/08/2013,3,Low,0
Male,20,Less than 25,Hispanic,0,6,0,0,0,-1.0,21/11/2014 4:19,16/12/2014 9:09,1.0,(F3),Corrupt Public Servant,1,(F3),,22/12/2014,,,0,,,Medium,22/11/2014,7,Medium,0
Male,57,Greater than 45,Caucasian,0,3,0,0,0,,,,,,,-1,,,,,,0,,,Low,24/09/2013,2,Low,0
Male,21,Less than 25,African-American,0,3,0,1,0,-2.0,06/07/2013 11:29,07/07/2013 7:24,2.0,(F3),Battery on Law Enforc Officer,1,(M2),0.0,29/01/2015,29/01/2015,,0,,,Low,08/07/2013,7,Medium,0
Male,22,Less than 25,Hispanic,0,6,0,0,1,-1.0,05/12/2014 11:22,23/12/2014 5:37,0.0,(M1),arrest case no charge,0,,,,,,0,,,Medium,06/12/2014,7,Medium,0
Male,27,25 - 45,African-American,0,10,0,0,7,0.0,30/10/2013 12:35,04/12/2013 1:03,0.0,(F3),arrest case no charge,1,(F3),0.0,04/02/2016,04/02/2016,,0,,,High,30/10/2013,10,High,0
Male,53,Greater than 45,Hispanic,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,08/04/2013,1,Low,0
Male,27,25 - 45,African-American,0,3,0,0,0,-1.0,09/12/2014 11:40,10/12/2014 1:26,1.0,(F3),Possession of Cocaine,0,,,,,,0,,,Low,10/12/2014,3,Low,0
Male,28,25 - 45,African-American,0,9,1,0,18,0.0,15/09/2014 5:14,15/09/2014 12:49,0.0,(F3),Possession of Cocaine,1,(M2),0.0,10/02/2015,10/02/2015,,0,,,High,15/09/2014,7,Medium,0
Male,52,Greater than 45,Hispanic,0,1,0,0,0,-1.0,05/03/2014 9:38,06/03/2014 5:42,1.0,(M1),Battery,1,(M1),0.0,09/04/2014,09/04/2014,,0,,,Low,06/03/2014,1,Low,0
Male,39,25 - 45,Caucasian,0,9,0,0,16,0.0,16/04/2013 1:11,21/05/2013 6:38,0.0,(F3),arrest case no charge,1,(F3),,28/05/2015,,,0,,,High,16/04/2013,7,Medium,0
Male,49,Greater than 45,Hispanic,0,7,0,0,14,31.0,29/09/2014 5:23,30/12/2014 6:17,136.0,(F2),arrest case no charge,0,,,,,,0,,,Medium,29/08/2014,4,Low,0
Male,19,Less than 25,African-American,0,4,0,0,0,-1.0,22/09/2014 8:28,23/09/2014 2:17,1.0,(F3),Resist Officer w/Violence,1,(M2),0.0,16/10/2014,16/10/2014,,1,(M1),16/10/2014,Low,23/09/2014,7,Medium,1
Male,46,Greater than 45,Caucasian,0,1,0,0,1,,,,0.0,(F7),arrest case no charge,0,,,,,,0,,,Low,25/02/2014,1,Low,0
